Inference for Stan model: MODEL-MIX_pvl_vs_pvl_d.
3 chains, each with iter=130; warmup=100; thin=1; 
post-warmup draws per chain=30, total post-warmup draws=90.

                        mean se_mean     sd     2.5%      25%      50%      75%    97.5% n_eff          Rhat
lp_tmp[1,1,74]         -1.56    0.01   0.11    -1.74    -1.64    -1.57    -1.47    -1.36    64  1.070000e+00
lp_tmp[1,1,75]         -1.47    0.02   0.19    -1.81    -1.60    -1.46    -1.32    -1.14    90  1.010000e+00
lp_tmp[1,1,76]         -1.01    0.02   0.15    -1.34    -1.11    -1.02    -0.92    -0.75    45  1.080000e+00
lp_tmp[1,1,77]         -0.97    0.03   0.15    -1.33    -1.06    -0.95    -0.87    -0.73    33  1.090000e+00
lp_tmp[1,1,78]         -0.95    0.03   0.15    -1.33    -1.02    -0.92    -0.83    -0.72    35  1.090000e+00
lp_tmp[1,1,79]         -0.93    0.02   0.15    -1.33    -1.00    -0.91    -0.81    -0.70    64  1.090000e+00
lp_tmp[1,1,80]         -1.71    0.02   0.18    -2.08    -1.82    -1.72    -1.59    -1.39    90  1.050000e+00
lp_tmp[1,1,81]         -1.60    0.02   0.14    -1.84    -1.71    -1.59    -1.50    -1.39    37  1.080000e+00
lp_tmp[1,1,82]         -0.95    0.02   0.15    -1.33    -1.04    -0.97    -0.84    -0.71    63  1.090000e+00
lp_tmp[1,1,83]         -0.94    0.02   0.15    -1.33    -1.03    -0.96    -0.83    -0.70    63  1.090000e+00
lp_tmp[1,1,84]         -1.56    0.02   0.12    -1.80    -1.66    -1.54    -1.46    -1.38    51  1.080000e+00
lp_tmp[1,1,85]         -1.52    0.02   0.17    -1.84    -1.63    -1.52    -1.39    -1.22    48  1.040000e+00
lp_tmp[1,1,86]         -1.69    0.02   0.16    -2.00    -1.79    -1.70    -1.59    -1.39    90  1.060000e+00
lp_tmp[1,1,87]         -0.90    0.02   0.15    -1.32    -0.98    -0.88    -0.78    -0.68    64  1.080000e+00
lp_tmp[1,1,88]         -1.76    0.02   0.20    -2.18    -1.85    -1.76    -1.64    -1.39    90  1.040000e+00
lp_tmp[1,1,89]         -1.52    0.02   0.15    -1.81    -1.61    -1.50    -1.42    -1.21    90  1.010000e+00
lp_tmp[1,1,90]         -1.50    0.01   0.14    -1.77    -1.58    -1.48    -1.42    -1.20    90  1.010000e+00
lp_tmp[1,1,91]         -1.65    0.03   0.15    -1.93    -1.77    -1.63    -1.53    -1.39    30  1.100000e+00
lp_tmp[1,1,92]         -1.50    0.01   0.13    -1.75    -1.57    -1.48    -1.43    -1.22    90  1.010000e+00
lp_tmp[1,1,93]         -1.65    0.02   0.13    -1.88    -1.75    -1.65    -1.55    -1.40    44  1.100000e+00
lp_tmp[1,1,94]         -1.57    0.02   0.13    -1.84    -1.67    -1.57    -1.47    -1.38    46  1.080000e+00
lp_tmp[1,1,95]         -1.57    0.02   0.11    -1.77    -1.66    -1.56    -1.49    -1.39    47  1.080000e+00
lp_tmp[1,1,96]         -1.54    0.02   0.11    -1.74    -1.60    -1.53    -1.45    -1.34    50  1.060000e+00
lp_tmp[1,1,97]         -1.77    0.02   0.15    -2.11    -1.84    -1.76    -1.68    -1.43    81  1.010000e+00
lp_tmp[1,1,98]         -1.56    0.06   0.15    -1.80    -1.67    -1.57    -1.50    -1.22     6  1.320000e+00
lp_tmp[1,1,99]         -1.74    0.02   0.15    -2.05    -1.81    -1.73    -1.65    -1.43    79  1.010000e+00
lp_tmp[1,2,1]          -1.43    0.03   0.07    -1.67    -1.42    -1.40    -1.39    -1.39     4  1.380000e+00
lp_tmp[1,2,2]          -1.44    0.05   0.09    -1.77    -1.44    -1.41    -1.40    -1.39     4  1.380000e+00
lp_tmp[1,2,3]          -1.48    0.07   0.14    -1.97    -1.47    -1.42    -1.41    -1.39     4  1.400000e+00
lp_tmp[1,2,4]          -1.36    0.02   0.04    -1.39    -1.38    -1.38    -1.36    -1.21     3  1.490000e+00
lp_tmp[1,2,5]          -1.38    0.01   0.03    -1.39    -1.39    -1.39    -1.38    -1.25    22  1.180000e+00
lp_tmp[1,2,6]          -1.33    0.04   0.07    -1.39    -1.38    -1.36    -1.32    -1.17     2  1.730000e+00
